timestamp,mse,mae,media,model,node_feature_type,epochs,batch_size,lr,num_train_clusters,num_valid_clusters,num_test_clusters,seq_len,pred_len,desc,hidden_size,num_layers
2024-05-26 08:53:59,0.0050208754837512,0.0274962522089481,papers,lstm,"['betweenness', 'closeness', 'degree']",100,64,0.01,2000,500,500,12,1,desc,32,1
2024-05-26 08:54:09,0.0062606371939182,0.0345524474978446,papers,lstm,"['betweenness', 'closeness', 'degree']",100,64,0.01,2000,500,500,12,3,desc,32,1
2024-05-26 08:54:28,0.0093684000894427,0.046538520604372,papers,lstm,"['betweenness', 'closeness', 'degree']",100,64,0.01,2000,500,500,12,9,desc,32,1
2024-05-26 08:54:19,0.0102640213444828,0.0407161600887775,papers,lstm,"['betweenness', 'closeness', 'degree']",100,64,0.01,2000,500,500,12,6,desc,32,1
2024-05-26 08:54:36,0.0191362388432025,0.068206563591957,papers,lstm,"['betweenness', 'closeness', 'degree']",100,64,0.01,2000,500,500,12,12,desc,32,1
2024-05-27 01:06:59,0.0419183634221553,0.1041576415300369,papers,lstm,"['betweenness', 'closeness', 'degree']",100,64,0.01,2000,500,500,12,3,desc,32,1
2024-05-27 01:07:11,0.0473255105316638,0.1124738007783889,papers,lstm,"['betweenness', 'closeness', 'degree']",100,64,0.01,2000,500,500,12,6,desc,32,1
2024-05-25 16:08:14,0.0483888275921344,0.1260251700878143,papers,lstm,['degree'],100,64,0.01,2000,500,500,12,6,desc,32,1
2024-05-27 01:06:44,0.0485043749213218,0.0733856484293937,papers,lstm,"['betweenness', 'closeness', 'degree']",100,64,0.01,2000,500,500,12,1,desc,32,1
2024-05-25 16:12:16,0.0500144325196743,0.1479189097881317,papers,gru,['betweenness'],100,64,0.01,2000,500,500,12,1,desc,16,4
2024-05-25 16:12:28,0.0534568317234516,0.1451653242111206,papers,gru,['betweenness'],100,64,0.01,2000,500,500,12,3,desc,16,4
2024-05-25 16:08:03,0.0546634308993816,0.1766710579395294,papers,lstm,['degree'],100,64,0.01,2000,500,500,12,3,desc,32,1
2024-05-27 01:07:25,0.0568781197071075,0.1585867702960968,patents,gru,"['betweenness', 'closeness', 'degree']",100,64,0.01,2000,500,500,12,1,desc,4,2
2024-05-25 16:11:34,0.0568781197071075,0.1585867702960968,patents,gru,"['betweenness', 'closeness', 'degree']",100,64,0.01,2000,500,500,12,1,desc,4,2
2024-05-25 16:12:39,0.058150578290224,0.144992858171463,papers,gru,['betweenness'],100,64,0.01,2000,500,500,12,6,desc,16,4
